PCID,SMILES,Feature,Feature_half,VINA,Tanimoto_48,Tanimoto_52,Tanimoto_68,Tanimoto_69
71014,C1=CC=C2C(=C1)NC3=CC=CC=C3S2=O,"[-2.2104785442352295, 0.19273357093334198, 1.8553080558776855, 2.436147689819336, 0.5139738917350769, -0.5241913795471191, 0.809617280960083, 3.2077064514160156, 1.7384552955627441, -0.5443803668022156, -3.2848305702209473, 1.9878627061843872, 0.5571749210357666, -2.1184818744659424, 1.1979825496673584, 0.16514171659946442, -2.9383678436279297, -1.4730008840560913, 1.533601999282837, 1.2660822868347168, 1.3423293828964233, 0.6424148082733154, -2.4757766723632812, -2.1665279865264893, -2.981337070465088, -0.2522144913673401, -1.6730968952178955, 0.6572597622871399, 0.22512584924697876, -0.6949173212051392, -0.034039318561553955, -0.29356980323791504, 0.2514183521270752, -0.8585968017578125, 0.16816318035125732, -0.201675146818161, 0.4132726788520813, -0.07911783456802368, 0.3024425506591797, -0.19665676355361938, 0.4537445604801178, 0.4029499590396881, -0.15234747529029846, 0.493718683719635, -0.09088992327451706, -0.36370640993118286, 0.22574490308761597, -0.22675205767154694, -0.7656260132789612, -0.3232519030570984, 0.2130991369485855, -0.2702035903930664, 0.1437743604183197, -0.7927747368812561, -0.14797061681747437, 0.252355694770813]","[0.22512584924697876, -0.6949173212051392, -0.034039318561553955, -0.29356980323791504, 0.2514183521270752, -0.8585968017578125, 0.16816318035125732, -0.201675146818161, 0.4132726788520813, -0.07911783456802368, 0.3024425506591797, -0.19665676355361938, 0.4537445604801178, 0.4029499590396881, -0.15234747529029846, 0.493718683719635, -0.09088992327451706, -0.36370640993118286, 0.22574490308761597, -0.22675205767154694, -0.7656260132789612, -0.3232519030570984, 0.2130991369485855, -0.2702035903930664, 0.1437743604183197, -0.7927747368812561, -0.14797061681747437, 0.252355694770813]",-6.5,0.142857143,0.096774194,0.3125,0.134615385
72304,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,"[-2.9740588665008545, -2.1792044639587402, 0.305502325296402, 1.719868540763855, 0.3073141276836395, 0.7701513767242432, 0.16462454199790955, 4.539358139038086, 1.3467276096343994, -0.7378800511360168, -1.1071271896362305, 1.5684971809387207, -2.362004041671753, -2.924816131591797, -1.6935396194458008, -0.09057140350341797, -0.5956227779388428, -1.1845816373825073, 1.5768036842346191, 0.5358579158782959, 0.2790859341621399, -0.9089263677597046, 0.5023594498634338, 0.13024596869945526, -2.785611152648926, -0.6848325729370117, -1.708978533744812, 0.04829826205968857, 0.28319576382637024, -0.38913682103157043, -0.1552199125289917, 0.06540314108133316, 0.12310934066772461, -0.6858811378479004, 0.6852312088012695, 0.7537352442741394, -0.3790227770805359, 0.01829918473958969, 0.07700031995773315, -0.24198290705680847, 0.5121999979019165, 0.6954036355018616, -0.28370189666748047, 0.35216081142425537, -0.696806788444519, -0.6078665256500244, 0.26593542098999023, -0.35358452796936035, -0.23061111569404602, -0.06545204669237137, 0.43108034133911133, -0.5139155983924866, -0.2016008198261261, -0.533812940120697, -0.5440354347229004, -0.8737952709197998]","[0.28319576382637024, -0.38913682103157043, -0.1552199125289917, 0.06540314108133316, 0.12310934066772461, -0.6858811378479004, 0.6852312088012695, 0.7537352442741394, -0.3790227770805359, 0.01829918473958969, 0.07700031995773315, -0.24198290705680847, 0.5121999979019165, 0.6954036355018616, -0.28370189666748047, 0.35216081142425537, -0.696806788444519, -0.6078665256500244, 0.26593542098999023, -0.35358452796936035, -0.23061111569404602, -0.06545204669237137, 0.43108034133911133, -0.5139155983924866, -0.2016008198261261, -0.533812940120697, -0.5440354347229004, -0.8737952709197998]",-6.9,0.163934426,0.136363636,0.111111111,0.404255319
72794,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)OC2=O,"[-2.2527499198913574, -2.6995761394500732, 0.45882683992385864, 2.4199869632720947, 1.494179129600525, 1.0840333700180054, -0.8471190929412842, 2.85379695892334, 1.8895295858383179, -0.6081716418266296, -0.10062247514724731, 3.719553232192993, -0.49790817499160767, -1.5953905582427979, 0.6429795622825623, 0.0016554184257984161, -3.456965923309326, -3.009814977645874, 1.4437856674194336, 0.8151638507843018, 0.7569531202316284, 0.7741327285766602, -0.04890494793653488, -0.9392995834350586, -3.7727131843566895, -0.6652157306671143, -0.7500193119049072, 2.9676339626312256, -0.6245915293693542, -0.06725013256072998, 0.31039145588874817, 0.6217049360275269, 0.7525522708892822, 0.12263742089271545, 0.22356148064136505, 0.9808900356292725, -0.7189174294471741, -0.0021525174379348755, 0.3134824335575104, -0.5770576596260071, -0.43477773666381836, -0.1761457771062851, -0.8274067044258118, 0.4705345630645752, 0.2578112781047821, -0.7105053067207336, -0.2063027024269104, 0.366609662771225, 0.07649190723896027, 0.8940438628196716, 0.9792425036430359, 0.3721989393234253, -0.09332402795553207, 0.8581472635269165, -0.589775562286377, 0.21474584937095642]","[-0.6245915293693542, -0.06725013256072998, 0.31039145588874817, 0.6217049360275269, 0.7525522708892822, 0.12263742089271545, 0.22356148064136505, 0.9808900356292725, -0.7189174294471741, -0.0021525174379348755, 0.3134824335575104, -0.5770576596260071, -0.43477773666381836, -0.1761457771062851, -0.8274067044258118, 0.4705345630645752, 0.2578112781047821, -0.7105053067207336, -0.2063027024269104, 0.366609662771225, 0.07649190723896027, 0.8940438628196716, 0.9792425036430359, 0.3721989393234253, -0.09332402795553207, 0.8581472635269165, -0.589775562286377, 0.21474584937095642]",-7.5,0.326086957,0.120689655,0.132075472,0.217391304
77350,C1=CC(=CC(=C1)O)NC(=O)NC2=CC(=CC=C2)O,"[-1.6608715057373047, 0.36161962151527405, -1.4692784547805786, -0.3032088875770569, -4.9040846824646, -1.6113801002502441, -1.6137986183166504, 1.0284332036972046, 0.9928866028785706, 1.4422926902770996, -0.6499795913696289, 1.0412564277648926, -1.370530605316162, -2.320558786392212, -2.833693027496338, -2.6497726440429688, 1.458592414855957, -0.20403480529785156, 1.1856043338775635, -2.929812431335449, 1.9745004177093506, 3.1180477142333984, -2.477891206741333, -0.5734840035438538, -1.8582075834274292, -0.13839897513389587, -0.008537884801626205, 2.6549580097198486, 0.06553871929645538, -0.09529384970664978, 0.6291817426681519, 0.4980696737766266, 0.043372441083192825, 0.08996707201004028, -0.27271825075149536, 0.7608919143676758, -0.46993082761764526, 0.6707557439804077, -0.5162309408187866, -0.07631078362464905, 0.4770645797252655, -0.3328931927680969, 0.9409051537513733, 0.07874549925327301, 0.6022347807884216, 0.4376663565635681, 0.08985801041126251, 0.0807139053940773, -0.8228017091751099, 0.5120458602905273, 0.3182152509689331, 0.10335621982812881, -1.0553653240203857, -0.2427922487258911, 0.2061738222837448, 1.4190057516098022]","[0.06553871929645538, -0.09529384970664978, 0.6291817426681519, 0.4980696737766266, 0.043372441083192825, 0.08996707201004028, -0.27271825075149536, 0.7608919143676758, -0.46993082761764526, 0.6707557439804077, -0.5162309408187866, -0.07631078362464905, 0.4770645797252655, -0.3328931927680969, 0.9409051537513733, 0.07874549925327301, 0.6022347807884216, 0.4376663565635681, 0.08985801041126251, 0.0807139053940773, -0.8228017091751099, 0.5120458602905273, 0.3182152509689331, 0.10335621982812881, -1.0553653240203857, -0.2427922487258911, 0.2061738222837448, 1.4190057516098022]",-6.8,0.098360656,0.126984127,0.404255319,0.087719298
78562,CN(C)C(=O)NC1=CC(=CC=C1)O,"[-1.2919667959213257, -0.5665000081062317, -3.13362193107605, 0.42158013582229614, -4.731574535369873, -0.8910489082336426, -1.5382888317108154, 0.9337095022201538, 1.6106278896331787, 1.4721428155899048, -0.23407204449176788, -1.3390787839889526, 1.3723747730255127, -1.1061136722564697, -1.0457384586334229, -1.7215007543563843, -0.41406989097595215, 1.5599292516708374, 1.1088321208953857, -2.3142364025115967, 1.1834079027175903, -0.5265761613845825, -1.9367488622665405, 0.9894894361495972, 0.48050549626350403, -0.2988296449184418, 1.0588821172714233, 1.8305301666259766, 0.09242711961269379, -0.2632662057876587, 0.5155084133148193, 0.310452401638031, -0.00119713693857193, 0.0963735580444336, -0.14424170553684235, 0.48696205019950867, -0.45556265115737915, 0.4861949384212494, -0.36047178506851196, -0.1773626059293747, 0.39432355761528015, -0.18507321178913116, 0.5253133177757263, 0.12862847745418549, 0.4101448059082031, 0.17012226581573486, 0.0053358376026153564, 0.10424604266881943, -0.8051154017448425, 0.39138081669807434, 0.260980486869812, -0.03420322388410568, -0.6921869516372681, -0.15780743956565857, 0.13794264197349548, 1.019313097000122]","[0.09242711961269379, -0.2632662057876587, 0.5155084133148193, 0.310452401638031, -0.00119713693857193, 0.0963735580444336, -0.14424170553684235, 0.48696205019950867, -0.45556265115737915, 0.4861949384212494, -0.36047178506851196, -0.1773626059293747, 0.39432355761528015, -0.18507321178913116, 0.5253133177757263, 0.12862847745418549, 0.4101448059082031, 0.17012226581573486, 0.0053358376026153564, 0.10424604266881943, -0.8051154017448425, 0.39138081669807434, 0.260980486869812, -0.03420322388410568, -0.6921869516372681, -0.15780743956565857, 0.13794264197349548, 1.019313097000122]",-5.1,0.107692308,0.134328358,0.365384615,0.080645161
87112,C1=CC=C2C(=C1)C(=O)C(=CO2)C=O,"[-2.408838987350464, -2.123960494995117, -0.9512990117073059, 1.8558194637298584, -0.5300568342208862, 1.2242141962051392, -0.24303552508354187, 4.232237339019775, 0.7475574016571045, -1.432905912399292, 0.1366983950138092, 2.0060880184173584, -2.0522329807281494, -3.010896682739258, -1.0461024045944214, -1.4224531650543213, 0.32054904103279114, -1.4202371835708618, 2.2371394634246826, 1.830872654914856, 0.5805321335792542, -2.048832416534424, 1.6891074180603027, -0.27527886629104614, -2.4454498291015625, 0.13745322823524475, -2.2036631107330322, 1.1172173023223877, 0.26129209995269775, -0.9674899578094482, -0.2560303807258606, -0.09270160645246506, 0.4780024290084839, -1.1636974811553955, 0.568157970905304, 0.7658563852310181, -0.09389306604862213, -0.1782272458076477, 0.3145805299282074, -0.2684841454029083, 0.8738164305686951, 0.5124490261077881, 0.09083613753318787, 0.8098147511482239, -0.5174164175987244, -0.7210036516189575, 0.584184467792511, -0.495404452085495, -0.25315922498703003, -0.5547069311141968, -0.1270119547843933, -0.5794318318367004, -0.15819402039051056, -0.5917420983314514, -0.25989365577697754, -0.699210524559021]","[0.26129209995269775, -0.9674899578094482, -0.2560303807258606, -0.09270160645246506, 0.4780024290084839, -1.1636974811553955, 0.568157970905304, 0.7658563852310181, -0.09389306604862213, -0.1782272458076477, 0.3145805299282074, -0.2684841454029083, 0.8738164305686951, 0.5124490261077881, 0.09083613753318787, 0.8098147511482239, -0.5174164175987244, -0.7210036516189575, 0.584184467792511, -0.495404452085495, -0.25315922498703003, -0.5547069311141968, -0.1270119547843933, -0.5794318318367004, -0.15819402039051056, -0.5917420983314514, -0.25989365577697754, -0.699210524559021]",-5.5,0.163934426,0.102941176,0.111111111,0.5
88939,CC1=COC2=CC=CC=C12,"[-0.6984074711799622, -1.8911539316177368, 0.4831388294696808, 3.7549023628234863, 0.4262298345565796, -1.7625969648361206, 1.524701714515686, 1.5896869897842407, 0.09067612141370773, -0.7023136615753174, -1.2873070240020752, -0.8411585092544556, -3.370846748352051, -0.49393948912620544, -2.1639697551727295, 0.9259673357009888, -2.4390196800231934, 2.4396746158599854, 2.0430219173431396, 1.831143856048584, 1.9999723434448242, -3.240307331085205, -0.8197468519210815, 1.722298502922058, -1.9395090341567993, -0.7242600917816162, 0.8206185102462769, -0.9384008646011353, -0.2730368971824646, -0.4790162444114685, -0.015698105096817017, 0.421756386756897, -0.551971435546875, -0.4941446781158447, 0.7015124559402466, -0.11610130220651627, -0.10985739529132843, -0.16167761385440826, 0.6667044162750244, -0.5661104321479797, 0.072828009724617, -0.043433576822280884, -0.6189088225364685, 0.6734203100204468, 0.10406232625246048, -0.7239178419113159, -0.18306037783622742, 0.06561495363712311, -0.22587831318378448, -0.14648735523223877, 1.0286891460418701, -0.3753746449947357, 0.2811143696308136, 0.09653518348932266, -0.9485853910446167, -0.38678881525993347]","[-0.2730368971824646, -0.4790162444114685, -0.015698105096817017, 0.421756386756897, -0.551971435546875, -0.4941446781158447, 0.7015124559402466, -0.11610130220651627, -0.10985739529132843, -0.16167761385440826, 0.6667044162750244, -0.5661104321479797, 0.072828009724617, -0.043433576822280884, -0.6189088225364685, 0.6734203100204468, 0.10406232625246048, -0.7239178419113159, -0.18306037783622742, 0.06561495363712311, -0.22587831318378448, -0.14648735523223877, 1.0286891460418701, -0.3753746449947357, 0.2811143696308136, 0.09653518348932266, -0.9485853910446167, -0.38678881525993347]",-4.9,0.181818182,0.15,0.084745763,0.333333333
89150,CC(=O)CC(=O)NC1=CC(=CC=C1)O,"[-2.2080864906311035, -0.059105899184942245, -0.5933852195739746, 1.604666829109192, -0.10564136505126953, 1.0077884197235107, -1.677340030670166, -1.3882112503051758, -2.125375270843506, 1.0007243156433105, 3.3975961208343506, 0.40724554657936096, -0.3262733221054077, -1.1801034212112427, -1.8110713958740234, -0.8604642152786255, -2.141246795654297, 2.5341885089874268, 0.626259982585907, -0.14029547572135925, 2.2654612064361572, -0.6755717992782593, 0.6272792220115662, 2.388317823410034, 0.2923930883407593, 0.10090576112270355, -1.40921151638031, 0.8735883831977844, 0.15950341522693634, -0.24155905842781067, 0.45364537835121155, 0.28767135739326477, -0.19797539710998535, -0.06521148979663849, -0.06957115232944489, 0.5350874662399292, -0.22130994498729706, 0.39060819149017334, -0.41597262024879456, -0.0762333795428276, 0.3608461320400238, -0.1656000167131424, 0.6185235977172852, 0.19160044193267822, 0.4823741018772125, 0.14766541123390198, 0.15460892021656036, -0.020702769979834557, -0.7397425174713135, 0.421264111995697, 0.16771969199180603, -0.053545840084552765, -0.7647676467895508, -0.2370697557926178, 0.08586788177490234, 1.0291121006011963]","[0.15950341522693634, -0.24155905842781067, 0.45364537835121155, 0.28767135739326477, -0.19797539710998535, -0.06521148979663849, -0.06957115232944489, 0.5350874662399292, -0.22130994498729706, 0.39060819149017334, -0.41597262024879456, -0.0762333795428276, 0.3608461320400238, -0.1656000167131424, 0.6185235977172852, 0.19160044193267822, 0.4823741018772125, 0.14766541123390198, 0.15460892021656036, -0.020702769979834557, -0.7397425174713135, 0.421264111995697, 0.16771969199180603, -0.053545840084552765, -0.7647676467895508, -0.2370697557926178, 0.08586788177490234, 1.0291121006011963]",-5.2,0.123076923,0.149253731,0.358490566,0.079365079
97359,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)O,"[-2.4985134601593018, 0.8582303524017334, 0.3528488874435425, 1.075734257698059, -1.6475967168807983, -0.8293953537940979, -1.6440802812576294, -0.05735363811254501, 0.1937989741563797, 0.7674816846847534, -2.2420825958251953, 0.5361136794090271, 0.8149091601371765, -2.046876907348633, -1.3115912675857544, -0.0202365480363369, -0.6971880197525024, -1.9009456634521484, 1.1025885343551636, -1.14829421043396, 1.6600004434585571, 2.365748882293701, -2.8941614627838135, -2.212923288345337, -2.708174705505371, -0.721420168876648, 0.3825418949127197, 0.6541613936424255, 0.05897019803524017, -0.17537470161914825, 0.432919442653656, 0.32449671626091003, -0.015494655817747116, -0.02250554785132408, -0.23431046307086945, 0.4102160930633545, -0.33886826038360596, 0.19681808352470398, -0.22451050579547882, -0.12117268145084381, 0.27941685914993286, -0.11350636184215546, 0.3677380084991455, 0.12023507803678513, 0.29157039523124695, 0.07119157910346985, 0.09442151337862015, -0.10116776078939438, -0.6151018738746643, 0.47086015343666077, 0.22676104307174683, 0.00013190507888793945, -0.6282106637954712, -0.07019087672233582, 0.2669386565685272, 0.7546923160552979]","[0.05897019803524017, -0.17537470161914825, 0.432919442653656, 0.32449671626091003, -0.015494655817747116, -0.02250554785132408, -0.23431046307086945, 0.4102160930633545, -0.33886826038360596, 0.19681808352470398, -0.22451050579547882, -0.12117268145084381, 0.27941685914993286, -0.11350636184215546, 0.3677380084991455, 0.12023507803678513, 0.29157039523124695, 0.07119157910346985, 0.09442151337862015, -0.10116776078939438, -0.6151018738746643, 0.47086015343666077, 0.22676104307174683, 0.00013190507888793945, -0.6282106637954712, -0.07019087672233582, 0.2669386565685272, 0.7546923160552979]",-6.3,0.123076923,0.115942029,0.333333333,0.133333333
99425,CCCCC(=O)NC1=CC(=CC=C1)O,"[-3.4889841079711914, 0.395603746175766, 1.315609097480774, -0.7385578751564026, 1.3667969703674316, 0.7105938792228699, -1.9155598878860474, 0.05240017548203468, 0.10164552181959152, 1.1810568571090698, 2.174548625946045, -0.26804423332214355, -0.27551209926605225, -2.8534011840820312, -4.943831920623779, -0.6084770560264587, -1.354406476020813, 3.1601743698120117, -0.08666248619556427, -2.0988094806671143, 1.1919498443603516, -1.1690012216567993, 3.4219071865081787, 0.11219636350870132, 0.8680310249328613, 0.686484158039093, -0.738750159740448, -0.03012077882885933, 0.16031832993030548, -0.3050248920917511, 0.4585491716861725, 0.3668052852153778, 0.06499925255775452, -0.048641789704561234, -0.005714878439903259, 0.7059832811355591, -0.25014644861221313, 0.2994593381881714, -0.4143386483192444, -0.18686720728874207, 0.3749534487724304, -0.01286594569683075, 0.5568186640739441, 0.2455543875694275, 0.5245042443275452, 0.12965244054794312, 0.21960505843162537, 0.038529232144355774, -0.7415221333503723, 0.49541646242141724, 0.24656139314174652, -0.03342638909816742, -0.8374828100204468, -0.1684960126876831, 0.06704625487327576, 1.017533779144287]","[0.16031832993030548, -0.3050248920917511, 0.4585491716861725, 0.3668052852153778, 0.06499925255775452, -0.048641789704561234, -0.005714878439903259, 0.7059832811355591, -0.25014644861221313, 0.2994593381881714, -0.4143386483192444, -0.18686720728874207, 0.3749534487724304, -0.01286594569683075, 0.5568186640739441, 0.2455543875694275, 0.5245042443275452, 0.12965244054794312, 0.21960505843162537, 0.038529232144355774, -0.7415221333503723, 0.49541646242141724, 0.24656139314174652, -0.03342638909816742, -0.8374828100204468, -0.1684960126876831, 0.06704625487327576, 1.017533779144287]",-5.4,0.117647059,0.126760563,0.339285714,0.092307692
